Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,index,Smiles
CHEMBL4585263,9.0,8.05,108,COCCN(C)C(=O)[C@H]1CC[C@@H](c2ccc3nc(C)nc(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4585988,3.0,8.52,197,COCC(=O)N1CCC(c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4F)nc(C)nc3cc2OC)CC1
CHEMBL4586636,26.0,7.59,447,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3ccc(=O)n(CC(=O)N(C)C)c3)ccc2n1
CHEMBL4586874,2.0,8.7,540,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@@H](C(=O)N(C)CCO)CC1
CHEMBL4587128,13.0,7.89,150,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(C)O)c3)c2cc1[C@H]1CC[C@H](C(=O)N(C)C)CC1
CHEMBL4588008,2.0,8.7,158,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@H](C(=O)N(C)CCO)CC1
CHEMBL4588358,37.0,7.43,268,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1-c1ccc(C(=O)N2CCOCC2)cc1
CHEMBL4590891,10.0,8.0,412,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)CC(C)(C)O)CC3)ccc2n1
CHEMBL4593376,2.0,8.7,624,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N(C)C[C@H](C)O)CC3)ccc2n1
CHEMBL4632422,73400.0,4.13,88,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CC3(CCNCC3)C2)c1
CHEMBL4633313,14200.0,4.85,339,NS(=O)(=O)c1ccc(Nc2ccc(F)c(F)c2)cc1
CHEMBL4633640,13300.0,4.88,397,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCCC2)c1
CHEMBL4633830,1900000.0,2.72,65,Clc1ccc2nc(CN3CCNCC3)oc2c1
CHEMBL4634502,69200.0,4.16,321,NS(=O)(=O)c1ccc(Nc2ccc(F)cc2F)cc1
CHEMBL4634758,24500.0,4.61,325,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CC3CNCC3C2)c1
CHEMBL4634878,19100.0,4.72,437,NS(=O)(=O)c1ccc(Nc2ccc(F)c(F)c2)c(CN2CCNCC2)c1
CHEMBL4634938,87100.0,4.06,777,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCCCC2)c1
CHEMBL4635376,8100.0,5.09,342,NC1CN(Cc2cc(S(N)(=O)=O)ccc2Oc2ccc(F)c(Cl)c2)C1
CHEMBL4635871,1200000.0,2.92,324,Cc1nc([N+](=O)[O-])cn1Cc1ccc(F)cc1
CHEMBL4636057,85300.0,4.07,772,NS(=O)(=O)c1ccc(Oc2ccc(F)c(F)c2)cc1
CHEMBL4636993,2915.0,5.54,322,NCCc1cc(S(N)(=O)=O)ccc1Oc1ccc(F)c(Cl)c1
CHEMBL4637104,28400.0,4.55,344,COCCN1CCN(Cc2cc(S(N)(=O)=O)ccc2Oc2ccc(F)c(Cl)c2)CC1
CHEMBL4637232,63400.0,4.2,147,NCCCN1CCN(Cc2cc(S(N)(=O)=O)ccc2Oc2ccc(F)c(Cl)c2)CC1
CHEMBL4637327,96400.0,4.02,164,Cc1cc(Nc2ccc(S(N)(=O)=O)cc2)cc(C)c1F
CHEMBL4637977,1400000.0,2.85,250,CCn1nnnc1NCc1cccc2ccccc12
CHEMBL4638123,79800.0,4.1,0,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCN(C3CNC3)CC2)c1
CHEMBL4638517,86400.0,4.06,107,NS(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1
CHEMBL4638738,3215.0,5.49,248,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCC3(CCNCC3)C2)c1
CHEMBL4639675,6510.0,5.19,722,CN1CCN(Cc2cc(S(N)(=O)=O)ccc2Oc2ccc(F)c(Cl)c2)CC1
CHEMBL4641303,80300.0,4.1,554,CC(C)N1CCN(Cc2cc(S(N)(=O)=O)ccc2Oc2ccc(F)c(Cl)c2)CC1
CHEMBL4641882,600000.0,3.22,436,NS(=O)(=O)c1ccc(Oc2ccccc2)cc1
CHEMBL4641887,24500.0,4.61,547,NS(=O)(=O)c1ccc(Nc2cc(F)cc(F)c2)cc1
CHEMBL4642238,10100.0,5.0,112,NS(=O)(=O)c1ccc(Oc2ccc(F)c(F)c2)c(CN2CCNCC2)c1
CHEMBL4643768,74600.0,4.13,394,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)cc1
CHEMBL4643912,6785.0,5.17,395,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCN(C3COC3)CC2)c1
CHEMBL4644031,23000.0,4.64,778,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCN(C3CC3)CC2)c1
CHEMBL4644134,7360.0,5.13,639,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCNCC2)c1
CHEMBL4645078,89400.0,4.05,773,NS(=O)(=O)c1ccc(Nc2ccc(F)c(Cl)c2)cc1
CHEMBL4645686,30500.0,4.52,393,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCN(C3CCCC3)CC2)c1
CHEMBL4647579,62000.0,4.21,465,CN(C)Cc1cc(S(N)(=O)=O)ccc1Oc1ccc(F)c(Cl)c1
CHEMBL4647648,730000.0,3.14,249,CNCc1ccc(-c2cccc(Cl)c2)o1
CHEMBL4648789,9210.0,5.04,80,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CC2CNC2)c1
CHEMBL4648876,16400.0,4.79,67,NCCN1CCN(Cc2cc(S(N)(=O)=O)ccc2Oc2ccc(F)c(Cl)c2)CC1
CHEMBL4649512,3920.0,5.41,295,NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(CN2CCN(CCO)CC2)c1
CHEMBL64880,8600.0,5.07,136,Cc1cc2nc(N3CCNCC3)n(Cc3ccccc3)c2cc1C
